Word;POS;Tag
Fyodor;NNP;per
Yurchikhin;NNP;per
Oleg;NNP;per
Kotov;NNP;per
Charles;NNP;per
Simonyi;NNP;per
Cosmonauts;NNP;time
Day;NNP;time
Yuri;NNP;per
Gagarin;NNP;per
Tyurin;NNP;per
Miguel;NNP;per
Lopez-Alegria;NNP;per
Sunita;NNP;per
Williams;NNP;per
Palestine;NNP;org
Basque;NNP;org
ETA;NNP;org
La;NNP;org
Peineta;NNP;org
Spain;NNP;org
Olympics;NNS;time
Jose;NNP;per
Rodriguez;NNP;per
Zapatero;NNP;per
Basque;NN;geo
The;DT;org
Who;NNP;org
Tampa;NNP;geo
Daltrey;NNP;per
Pete;NNP;per
Townshend;NNP;per
Endless;JJ;obj
Wire;NNP;obj
Nepal;NNP;gpe
Sri;NNP;per
Tamil;NNP;geo
Tiger;NNP;geo
Jammu;NNP;geo
ITV;NNP;org
European;NNP;per
Union;NNP;per
Commissioner;NNP;per
Peter;NNP;per
Mandelson;NNP;per
Beijing;NNP;org
Diwaniyah;NNP;geo
Lankan;NNP;per
Iranativu;NNP;geo
Tamil;NNP;obj
Tamils;NNS;geo
Albania;NNP;org
Croatia;NNP;org
Macedonia;NNP;org
Al-Qaida;NNP;org
Ayman;NNP;per
Persian;NNP;geo
Zawahiri;NNP;per
Islam;NNP;geo
Solomon;NNP;geo
Islands;NNP;geo
Protection;NN;org
Animals;NNS;org
Gavutu;NNP;geo
Pacific;NNP;geo
York-based;VBN;org
Protect;VB;org
Journalists;NNP;org
Radio;NNP;org
Shabelle;NNP;org
Baidoa;NNP;geo
Ethiopia;NNP;geo
Mohamed;NNP;per
Amiin;NNP;per
Adawe;NNP;per
Saed;NNP;per
Ghraib;NNP;org
Specialist;NNP;per
Graner;NNP;per
Sergeant;NNP;per
Javal;NNP;per
Davis;NNP;per
Sabrina;NNP;per
Harman;NNP;per
Fort;NNP;geo
Hood;NNP;geo
Texas;NNP;geo
Maryland;NNP;geo
Andres;NNP;per
Valencia;NNP;per
Liberation;NNP;org
ELN;NNP;org
Francisco;NNP;per
Galan;NNP;per
Richard;NNP;per
Boucher;NNP;per
Chemical;NNP;per
Muslims;NNPS;geo
Basra;NNP;geo
Deif;NNP;per
II;NNP;per
Roman;NNP;geo
Catholics;NNPS;geo
Eucharist;NNP;time
Catholics;NNS;geo
Eucharist;NN;time
Day;NN;time
Prophet;NNP;org
Muhammad;NNP;org
Asian;NNP;geo
HIV;NNP;org
AIDS;NNP;org
Shaukat;NNP;per
Reza;NNP;per
Asefi;NNP;per
IAEA;NNP;org
ElBaradei;NNP;per
Parchin;NNP;geo
Turkish;JJ;gpe
League;NNP;org
Israeli;JJ;org
Turkey;NNP;geo
Hurriyet;NNP;org
Van;NNP;geo
Khodorkovsky;NNP;per
Yukos;NNP;org
Henan;NNP;geo
Dengfeng;NNP;geo
Hegang;NNP;geo
Heilongjiang;NNP;geo
Interior;NNP;org
Kurds;NNS;per
Sixto;NNP;per
Free;NNP;geo
Hindu;NNP;geo
Kush;NNP;geo
Chitral;NNP;geo
Sunnis;NNPS;org
Crawford;NNP;geo
Cindy;NNP;per
Sheehan;NNP;per
Tehran;NNP;org
States;NNP;geo
Swat;NNP;org
Valley;NNP;org
Khawaza;NNP;org
Kehla;NNP;org
Larijani;NNP;per
Straw;NNP;per
Manouchehr;NNP;org
Mottaki;NNP;org
Secretary;NN;per
State;NN;per
Relations;NNP;org
English;JJ;gpe
Irish;JJ;gpe
St.;NNP;geo
Kitts;NNP;geo
Montserrat;NNP;geo
French;NNS;gpe
Soufriere;NNP;org
Hills;NNP;org
Volcano;NNP;org
Azerbaijan;NNP;geo
Kars-Akhalkalaki;NNP;org
Railroad;NNP;org
Madagascar;NNP;org
GDP;NN;obj
US;NNP;geo
Growth;NN;org
Opportunity;NNP;org
AGOA;NNP;obj
RAVALOMANANA;NNP;per
Britain;NNP;org
Noumea;NNP;time
Accord;NNP;time
Caledonia;NNP;geo
Jupiter;NNP;per
Ills;NNPS;obj
Sirnak;NNP;geo
Kurdistan;NNP;org
Workers;NNP;org
PKK;NNP;org
Ankara;NNP;geo
Canadian;JJ;gpe
Deutsche;NNP;org
Welle;NNP;org
Baghlan;NNP;geo
Idol;NNP;org
Alaina;NNP;per
Alexander;NNP;per
Dixie;NNP;org
Chicks;NNPS;org
Nick;NNP;per
Pedro;NNP;per
Simon;NNP;per
Cowell;NNP;per
A.J.;NNP;org
Tabaldo;NNP;org
Leslie;NNP;org
Hunt;NNP;org
Nina;NNP;geo
Simone;NNP;geo
Jersey;NNP;org
Antonella;NNP;org
Barba;NNP;org
Aung;NNP;geo
Suu;NNP;geo
Kyi;NNP;geo
Democracy;NNP;org
Win;NNP;geo
NLD;NNP;org
Program;NNP;org
Khartoum;NNP;org
African;NNP;geo
Leonid;NNP;per
Kuchma;NNP;per
Georgy;NNP;per
Gongadze;NNP;per
Kravchenko;NNP;per
Laura;NNP;per
Missing;NNP;org
Exploited;NNP;org
Children;NNP;org
Cross;NNP;org
Jimmy;NNP;per
Carter;NNP;per
Atlanta;NNP;geo
Amnesty;NNP;org
Haqqani;NNP;geo
Paktiya;NNP;geo
Rio;NNP;geo
Janeiro;NNP;geo
Providencia;NNP;geo
Religious;JJ;org
Affairs;NNP;org
Provisions;NNPS;org
News-Washington;NNP;org
Post;NNP;org
Sarah;NNP;per
Kogelo;NNP;geo
Daily;NNP;org
Nation;NNP;org
Democratic;JJ;org
Kenyans;NNS;gpe
Herald;NNP;org
Chinhoyi;NNP;geo
Morgan;NNP;per
Tsvangirai;NNP;per
Fuad;NNP;per
Masoum;NNP;per
National;NNP;geo
Assembly;NNP;geo
Street;NNP;org
Journal;NNP;org
Veligonda;NNP;geo
Andhra;NNP;geo
Pradesh;NNP;geo
Hong;NNP;geo
Kong;NNP;geo
Crimea;NNP;org
Peninsula;NNP;org
Guinea-Bissau;NNP;geo
Burkina;NNP;geo
Faso;NNP;geo
Liberia;NNP;geo
Mali;NNP;geo
Mauritania;NNP;geo
Niger;NNP;geo
Senegal;NNP;geo
Germany;NNP;org
Moroccan;JJ;gpe
Rhine-Westphalia;NNP;geo
Guenther;NNP;per
Beckstein;NNP;per
Gush;NNP;org
Katif;NNP;org
Islamic;NNP;per
Jihad;NNP;per
Sierra;NNP;gpe
Leone;NNP;gpe
Liberian;JJ;gpe
Taylor;NNP;per
Crane;NNP;per
Guinean;JJ;gpe
Lansana;NNP;per
Conte;NNP;per
Nigeria;NNP;geo
Sierra;NNP;per
Leone;NNP;per
Panama;NNP;org
Mulino;NNP;per
Darien;NNP;geo
Al-Aqsa;NNP;org
Hebron;NNP;geo
Fatah;NNP;geo
Weightlifting;NNP;org
Federation;NNP;org
Doha;NNP;geo
Qatar;NNP;geo
Turkey;NNP;org
IWF;NNP;org
Rio;NNP;per
Janeiro;NNP;per
Hurricane;NNP;event
Gustav;NNP;event
Carolyn;NNP;per
Presutti;NNP;per
Ivory;NNP;geo
Kofi;NNP;per
Annan;NNP;per
U.N.;NNP;geo
Laurent;NNP;per
Gbagbo;NNP;per
Prosecutor;NNP;org
Patrick;NNP;org
Fitzgerald;NNP;org
Fitzgerald;NNP;per
Karl;NNP;per
Rove;NNP;per
Lewis;NNP;per
Libby;NNP;per
Valerie;NNP;org
Plame;NNP;org
Assembly;NNP;org
Olli;NNP;per
Heinonen;NNP;per
Al;NNP;org
Kibar;NNP;org
Girija;NNP;per
Prasad;NNP;per
Koirala;NNP;per
King;NNP;org
Gyanendra;NNP;org
Maoist;NNP;org
Krishna;NNP;per
Mahara;NNP;per
Sitaula;NNP;per
Prachanda;NNP;org
Barack;NN;per
McCain;NNP;per
Michael;NNP;per
Jackson;NNP;per
Jalil;NNP;per
Jilani;NNP;per
Sergei;NNP;per
Lavrov;NNP;per
Fergana;NNP;geo
Uzbekistan;NNP;geo
Kyrgyzstan;NNP;geo
Tajikistan;NNP;geo
Jordan;NNP;gpe
League;NNP;geo
Amman;NNP;geo
Greek;JJ;gpe
Athens;NNP;geo
Daily;NNP;geo
Ambassador;NNP;per
Woo-ik;NNP;per
FTA;NNP;org
Taiwan;NNP;geo
Christopher;NNP;per
Hill;NNP;per
CBS;NNP;org
Reuters;NNP;org
State;NNP;geo
Affairs;NNP;geo
Poland;NNP;geo
Macedonia;NNP;geo
Kosovo;NNP;geo
Peace;NNP;org
Cameroon;NNP;geo
Ryan;NNP;per
Crocker;NNP;per
Tel;NNP;org
Aviv;NNP;org
Ya'akov;NNP;per
Alperon;NNP;per
Dror;NNP;per
Yoram;NNP;per
Haham;NNP;per
U.S.;NNP;per
Representative;NNP;per
Susan;NNP;per
Schwab;NNP;per
Alan;NNP;per
Garcia;NNP;per
Democrats;NNPS;org
Hlinethaya;NNP;geo
Antonio;NNP;geo
Villaraigosa;NNP;geo
Allah;NNP;per
Gadahn;NNP;per
FBI;NNP;org
Fallujah;NNP;org
Libyan;JJ;gpe
Brussels;NNP;time
Swedish;JJ;gpe
Bush;NNP;geo
Arkansas;NNP;geo
Melissa;NNP;per
Fleming;NNP;per
Terje;NNP;per
Roed-Larsen;NNP;per
Damascus;NNP;time
Bashar;NNP;per
Syria;NNP;gpe
Angel;NNP;per
Mejia;NNP;per
Tolima;NNP;geo
Bogota;NNP;geo
Antioquia;NNP;geo
Brad;NNP;per
Delp;NNP;per
Boston;NNP;org
Hampshire;NNP;geo
Pamela;NNP;per
Sullivan;NNP;per
Garang;NNP;per
Sudan;NNP;org
People;NNS;org
SPLA;NNP;org
Sudanese;JJ;org
Oklahoma;NNP;geo
Rick;NNP;per
Perry;NNP;per
Singapore;NNP;org
Paya;NNP;org
Lebar;NNP;org
Base;NNP;org
Howard;NNP;per
Australia;NNP;geo
Rudd;NNP;per
Guam;NNP;geo
Nicolas;NNP;per
Sarkozy;NNP;per
Movement;NN;org
Segolene;NNP;per
Royal;NNP;per
Jacques;NNP;per
Chirac;NNP;per
Kyaw;NNP;per
Hsann;NNP;per
Delphi;NNP;per
Corporation;NNP;per
Motors;NNPS;org
Miller;NNP;per
Kuwait;NNP;org
Bangkok;NNP;geo
Vietnam;NNP;org
Cambodian;JJ;gpe
Army;NNP;per
Private;NNP;per
Lynndie;NNP;per
England;NNP;per
Abu;NNP;geo
Ghraib;NNP;geo
Gyanendra;NNP;per
Nepali;NNP;org
Prachanda;NNP;time
Guerrero;NNP;geo
Chilpancingo;NNP;org
Specialist;NNP;org
Neftaly;NNP;org
Platero;NNP;org
Fallujah;NNP;geo
Colonel;NNP;per
Barry;NNP;per
Johnson;NNP;per
Agriculture;NNP;org
Lesotho;NNP;geo
Swaziland;NNP;geo
Condolezza;NNP;org
Nabil;NNP;per
Amr;NNP;per
Zambia;NNP;geo
Rupiah;NNP;per
Banda;NNP;per
Southern;JJ;org
Grand;NNP;org
Prix;NNP;org
Formula;NNP;org
Silverstone;NNP;geo
Arabic;NNP;geo
Palestinian;JJ;org
Portuguese;JJ;gpe
Anibal;NNP;per
Cavaco;NNP;per
H.W.;NNP;per
Portugal;NNP;gpe
Bush;NNP;org
Seymour;NNP;per
Hersh;NNP;per
Yorker;NNP;org
Eastern;NNP;geo
Africans;NNS;gpe
Democratic;JJ;geo
Congo;NNP;geo
Brazzaville;NNP;geo
Madagascar;NNP;geo
Roman;NNP;per
Catholic;NNP;per
Authority;NNP;per
Sharm;NNP;geo
Gaza;NNP;org
Strip;NNP;org
Arabs;NNS;gpe
Zarqawi;NNP;per
Sinai;NNP;geo
Youssef;NNP;per
Badran;NNP;per
Taba;NNP;geo
Hoshyar;NNP;per
Zebari;NNP;per
Ambassador;NNP;org
Fayssal;NNP;org
Mekdad;NNP;org
Karen;NNP;per
Karen;NNP;geo
Karen;NNP;org
West;JJ;org
Kari;NNP;per
Barber;NNP;per
Conakry;NNP;geo
Memorial;NNP;time
Arlington;NNP;org
Cemetery;NNP;org
Tomb;NNP;geo
Wars;NNPS;event
Korean;NNP;event
Representatives;NNP;org
Commerce;NNP;org
House;NNP;per
Speaker;NNP;per
Nancy;NNP;per
Pelosi;NNP;per
Bangladeshi;JJ;gpe
Mirpur;NNP;geo
Dhaka;NNP;geo
Eric;NNP;per
Holder;NNP;per
Oregon;NNP;geo
Christmas;NNP;geo
Advocates;NNP;org
Commonwealth;NNP;org
Independent;NNP;org
Boris;NNP;per
Tarasyuk;NNP;per
Kiev;NNP;geo
GUAM;NNP;org
Moldova;NNP;geo
Old;NNP;geo
Palestinian;NN;gpe
Christian;JJ;time
NBC;NNP;org
Today;NN;time
Bremer;NNP;per
Maarib;NNP;geo
Aqili;NNP;per
Canada;NNP;org
Italy;NNP;org
Sweden;NNP;org
Kazakhstan;NNP;org
Turin;NNP;geo
Group-A;NNP;org
Jarome;NNP;per
Iginla;NNP;per
Dany;NNP;per
Heatley;NNP;per
Shane;NNP;per
Doan;NNP;per
St.;NNP;per
Louis;NNP;per
Group-B;NNP;org
Daniel;NNP;per
Tjarnqvist;NNP;per
Henrik;NNP;per
Sedin;NNP;per
Finland;NNP;org
Switzerland;NNP;org
Czech;JJ;org
Republic;NNP;org
Slovakia;NNP;org
Latvia;NNP;org
Qingdao;NNP;geo
Beijing;NNP;event
Shandong;NNP;geo
Jinan;NNP;geo
Ayatollah;NNP;per
Khamenei;NNP;per
Garmser;NNP;geo
Kabul;NNP;per
Revolutionary;NNP;org
FARC;NNP;geo
Putumayo;NNP;geo
FARC;NNP;org
Gibraltar;NNP;gpe
Poland;NNP;gpe
Prussia;NNP;gpe
Austria;NNP;gpe
Poland;NNP;org
Denmark;NNP;gpe
Danes;NNS;gpe
OECD;NNP;org
European;JJ;org
EMU;NNP;org
UK;NNP;org
Bougainville;NNP;geo
Sir;NNP;per
Allan;NNP;per
KEMAKEZA;NNP;per
Regional;NNP;org
Assistance;NNP;org
Mission;NNP;org
RAMSI;NNP;geo
Roswell;NNP;geo
Al;NNP;per
Gore;NNP;per
Caracas;NNP;geo
Rosales;NNP;per
Zulia;NNP;geo
Venezuelans;NNS;gpe
Ilyas;NNP;per
Shurpayev;NNP;per
Shurpayev;NNP;org
North;NNP;org
Caucasus;NNP;org
Natanz;NNP;geo
Tehran;NNP;per
Maywand;NNP;geo
Less;RBR;time
Zabul;NNP;geo
Two;CD;time
Lightning;NNP;event
Freedom;NNP;event
Oil;NNP;org
Benon;NNP;per
Sevan;NNP;per
Nations-run;NNP;org
Federal;NNP;per
Reserve;NNP;per
Liuguantun;NNP;geo
Tangshan;NNP;geo
Hebei;NNP;geo
Xinhua;NNP;geo
Communist;NNP;org
Shengyou;NNP;geo
Rogers;NNP;per
Lerner;NNP;per
Sufa;NNP;geo
Karni;NNP;geo
Nahal;NNP;org
Oz;NNP;org
Gauteng;NNP;geo
Johannesburg;NNP;geo
Kwazulu-Natal;NNP;geo
South;JJ;gpe
Mento;NNP;per
Tshabalala-Msimang;NNP;per
Kandahar;NNP;time
Hayabullah;NNP;per
Rafiqi;NNP;per
Qabail;NNP;org
Primary;NNP;org
School;NNP;org
Hu;NNP;per
Jintao;NNP;per
New;NNP;event
Year;NNP;event
Eve;NNP;event
Television;NNP;org
Year;NNP;org
Yousuf;NNP;per
Stanizai;NNP;per
Najibullah;NNP;per
Sebastien;NNP;per
Loeb;NNP;per
Rally;NN;org
Citroen;NNP;org
Subaru;NNP;geo
Petter;NNP;per
Solberg;NNP;per
Norway;NNP;geo
Marcus;NNP;per
Gronholm;NNP;per
Finland;NNP;geo
Peugeot;NNP;geo
Mitsubishi;NNP;geo
Gigi;NNP;per
Galli;NNP;per
Markko;NNP;per
Antonio;NNP;per
Alonso;NNP;per
Croatian;JJ;gpe
Ante;NNP;org
Gotovina;NNP;org
Hague;NNP;org
Canary;NNP;geo
Croatia;NNP;geo
Serbia;NNP;geo
Ratko;NNP;org
Mladic;NNP;org
Serbian;JJ;gpe
Belgrade;NNP;geo
Philippe;NNP;per
Douste-Blazy;NNP;per
Kam;NNP;org
Boeing;NNP;org
Herat;NNP;geo
Oaxaca;NNP;geo
Oaxaca;NNP;per
Governor;NNP;per
Ulises;NNP;per
Ruiz;NNP;per
Zhouqu;NNP;geo
Gansu;NNP;geo
Karachi;NNP;geo
Haider;NNP;per
Muttahida;NNP;org
Quami;NNP;org
Movement;NNP;org
MQM;NNP;org
Awami;NNP;org
Ivory;NNP;org
Coast;NNP;org
Denis;NNP;per
Sassou-Nguesso;NNP;per
Konan;NNP;per
Banny;NNP;per
Sudan;NNP;time
Hosni;NNP;per
Mubarak;NNP;per
Yulia;NNP;per
Tymoshenko;NNP;per
Interfax;NNP;org
Kryvorizhstal;NNP;org
Viktor;NNP;per
Pinchuk;NNP;per
Jalawla;NNP;geo
Diyala;NNP;geo
Antalya;NNP;geo
Anatolia;NNP;org
Mediterranean;NNP;org
Grand;NNP;event
Slam;NNP;event
Kooyong;NNP;geo
Tennis;NNP;event
Masters;NNP;event
Cup;NNP;event
Tennis;NNP;org
Professionals;NNPS;org
Saudi;NNP;org
Arabia;NNP;org
Manmohan;NNP;per
Singh;NNP;per
Delhi;NNP;geo
Indian;NNP;event
Republic;NNP;event
Day;NNP;event
Kalam;NNP;per
Parliament;NNP;org
MacArthur;NNP;org
Park;NNP;org
Madaen;NNP;geo
Shi'ites;NNP;geo
Siad;NNP;per
Barre;NNP;per
Seyoum;NNP;per
Mesfin;NNP;per
Mogadishu;NNP;gpe
Dheere;NNP;per
Interim;NNP;per
Gedi;NNP;per
Globovision;NNP;org
Zuloaga;NNP;per
CNN;NNP;org
Inter-American;JJ;org
Broadcasting;NNP;org
Corporation;NNP;org
BBC;NNP;org
Kate;NNP;per
Peyton;NNP;per
Sahafi;NNP;org
Hotel;NNP;org
Madhuri;NNP;per
Gupta;NNP;per
Official;NNP;org
Secrets;NNP;org
Quetta;NNP;geo
Baluchistan;NNP;geo
Baluch;NNP;org
Kunar;NNP;geo
Lion;NNP;per
Transport;NNP;org
Mil;NNP;per
Arcega;NNP;per
Gazprom;NNP;org
Energy;NNP;per
Ivan;NNP;per
Plachkov;NNP;per
Khristenko;NNP;per
Ukraine;VB;geo
Yuriy;NNP;per
Supreme;NNP;org
Judge;NNP;per
Anup;NNP;per
Raj;NNP;per
Sharma;NNP;per
FM;NNP;org
Communication;NNP;org
Jawid;NNP;per
Spin;NNP;geo
Boldak;NNP;geo
Georgetown;NNP;org
Imad;NNP;per
Moustapha;NNP;per
Aswan;NNP;geo
Rene;NNP;per
Preval;NNP;per
Leslie;NNP;per
Manigat;NNP;per
Haitians;NNS;gpe
Baker;NNP;per
Bureau;NNP;org
Investigations;NNS;org
Oakland;NNP;geo
California;NNP;org
Phoenix;NNP;org
Honduran;JJ;gpe
Zelaya;NNP;per
Ricardo;NNP;per
Martinez;NNP;per
Roberto;NNP;per
Micheletti;NNP;per
Pyongyang;NNP;time
Hiroyuki;NNP;per
Hosoda;NNP;per
Japanese;NNS;gpe
Committees;NNP;org
Medecins;NNP;org
Sans;NNP;org
Frontieres;NNP;org
Save;NNP;org
Conference;NNP;org
Office;NNP;per
Kim;NNP;per
Howells;NNP;per
Kabul;NNP;obj
Declaration;NNP;obj
Turkmenistan;NNP;geo
Arab;NNP;org
Emirates;NNPS;org
Kyrgyzstan;NNP;org
Lahore;NNP;geo
AFP;NNP;org
International;NNP;geo
Space;NNP;geo
Station;NNP;geo
NASA;NNP;org
Joao;NNP;per
Bernardo;NNP;per
Vieira;NNP;per
Nino;NNP;geo
Malam;NNP;org
Bacai;NNP;org
Sanha;NNP;org
Sanha;NNP;per
Portugal;NNP;geo
Viera;NNP;per
Chung;NNP;per
Dong-young;NNP;per
Seoul;NNP;org
Koreans;NNS;gpe
Petroleum;NNP;org
Exporting;NNP;org
Countries;NNPS;org
Dutch;JJ;gpe
Netherlands;NNP;geo
NRC;NNP;obj
Handelsblad;NNP;obj
Henk;NNP;per
Morsink;NNP;per
Armitage;NNP;per
Gul;NNP;per
Damascus;NNP;per
Virunga;NNP;geo
Park;NNP;geo
Wildlife;NNP;org
Direct;NNP;org
Marines;NNPS;org
Dhia;NNP;per
Najim;NNP;per
Ramadi;NNP;geo
Reporters;NNPS;org
Without;NNP;org
Borders;NNS;org
McClellan;NNP;per
Marwa;NNP;org
Kurdish;NNP;org
Kurdish;JJ;geo
Mala;NNP;geo
Omar;NNP;geo
Shorish;NNP;geo
Blocks;NNPS;geo
Akre-Bijeel;NNP;geo
Block;NNP;geo
Shaikan;NNP;geo
Rovi;NNP;geo
Sarta;NNP;geo
Dihok;NNP;geo
Adel;NNP;per
Abdul-Mahdi;NNP;per
Jill;NNP;per
Carroll;NNP;per
Lankan;NNP;org
Switzerland;NNP;geo
Lanka;NNP;org
Aegean;NNP;geo
Geodynamic;NNP;org
Kos;NNP;geo
Astypaleia;NNP;geo
Revolutionary;JJ;org
Guards;NNS;org
Qom;NNP;org
Oman;NNP;geo
Rangel;NNP;per
Michele;NNP;per
Alliot-Marie;NNP;per
Bulava;NNP;org
Jan;NNP;per
Balkenende;NNP;per
European;NNP;obj
Constitution;NNP;obj
European;JJ;gpe
Korean;JJ;geo
Peninsula;NNP;geo
Pigs;NNP;geo
Anderson;NNP;per
Ray;NNP;per
Realtors;NNPS;org
Izvestia;NNP;geo
Kremlin;NNP;org
Beslan;NNP;geo
Jennifer;NNP;per
Lopez;NNP;per
Andrei;NNP;per
Melnichenko;NNP;per
Magazine;NNP;obj
Us;NNP;obj
Style;JJ;obj
Icon;NN;obj
Year;NN;geo
Duelfer;NNP;per
Brussels;NNP;geo
Jaap;NNP;per
Hoop;NNP;per
Scheffer;NNP;per
Sol;NNP;geo
Salafist;NNP;org
Preaching;NNP;org
Combat;NNP;org
Madrid;NNP;geo
Connie;NNP;org
Newman;NNP;org
Winter;NNP;per
Beatrice;NNP;per
Mtetwa;NNP;per
Norton;NNP;geo
Sunday;NNP;org
Telegraph;NNP;org
Toby;NNP;per
Harnden;NNP;per
Julian;NNP;per
Simmonds;NNP;per
Bab;NNP;geo
Yousifiyah;NNP;geo
Marines;NNS;org
Hit;NNP;geo
Marine;NN;org
Rock;NNP;per
Roll;NNP;per
Hall;NNP;per
Fame;NNP;geo
Black;NNP;per
Sabbath;NNP;per
Lynyrd;NNP;per
Skynyrd;NNP;per
Miles;NNP;per
Blondie;NNP;org
Herb;NNP;per
Alpert;NNP;per
Jerry;NNP;per
Moss;NNP;per
A&M;NNP;org
Records;NNP;org
Cleveland;NNP;geo
Ohio;NNP;geo
Siberia;NNP;geo
Novosibirsk;NNP;geo
Dubai;NNP;geo
Asher;NNP;per
Weisgan;NNP;per
Shiloh;NNP;geo
Franz;NNP;per
Muentefering;NNP;per
Andrea;NNP;per
Nahles;NNP;per
Kajo;NNP;per
Wasserhoevel;NNP;per
Christian;NNP;org
Democrat;NNP;org
Chancellor-designate;NNP;org
Angela;NNP;per
Merkel;NNP;org
Saddam;NNP;org
Hussein;NNP;org
Ba'ath;NNP;org
Abdul-Aziz;NNP;geo
Al-Anbar;NNP;geo
Rosneft;NNP;per
Gazprom;NNP;geo
Alexei;NNP;per
Yuganskneftegaz;NNP;org
Bogdanchikov;NNP;per
Angola;NNP;geo
Democratic;NNP;geo
Uige;NNP;geo
Luanda;NNP;geo
Ethiopia;NNP;org
Electoral;NNP;org
EPRDF;NNP;org
Ellen;NNP;org
Johnson-Sirleaf;NNP;org
Weah;NNP;per
Elections;NNPS;org
Frances;NNP;per
Morris;NNP;per
Booth;NNP;per
Liberians;NNS;gpe
Philippines;NNPS;org
Filipino;NN;gpe
Staff;NNP;per
Rodrigo;NNP;per
Galam;NNP;per
Christopher;NNP;obj
Hotel;NNP;obj
Port-au-Prince;NNP;geo
UN;NNP;org
Philippine;JJ;org
Lauro;NNP;org
Baja;NNP;org
Manila;NNP;geo
IRAQ-POVERTY;NNP;event
Rep.;NNP;per
D-Ohio;NNP;geo
U.N.;NN;org
AUSTIN;NNP;per
ZALKIN;NNP;per
Zealand;NNP;geo
Niue;NNP;org
Banking;NNP;org
Repeal;NNP;org
FY08/09;NNP;geo
Gen.;NNP;per
NE;NNP;per
WIN;NNP;per
Nobel;NNP;org
Prize;NNP;org
Burmese;NNS;gpe
Cyclone;NNP;org
Nargis;NNP;org
Solidarity;NNP;org
Grenada;NNP;org
Hurricanes;NNP;org
Ivan;NNP;org
Public;NNP;per
THOMAS;NNP;org
Every;DT;time
Krygyz;JJ;gpe
Kurmanbek;NNP;per
Bakiyev;NNP;per
Manas;NNP;geo
Gates;NNP;per
Air;NNP;geo
Base;NNP;geo
Tajikistan;NNP;gpe
Uzbekistan;NNP;gpe
Kazakhstan;NNP;gpe
Aqsa;NNP;org
Beit;NNP;geo
Hanoun;NNP;geo
Sean;NNP;per
McCormack;NNP;per
Secretary;NNP;org
Warsaw;NNP;per
Jerzy;NNP;per
Szmajdzinski;NNP;per
Eight;CD;org
Scotland;NNP;geo
Ayad;NNP;per
Maliki;NNP;geo
Allawi;NNP;geo
Iraqiya;NNP;geo
Kashmiri;JJ;gpe
Asian;NNP;org
SAARC;NNP;org
Ansar;NNP;org
Chancellor;NNP;per
Gerhard;NNP;per
Schroeder;NNP;per
Baghdad;VB;geo
Farris;NNP;per
Kuwait;NNP;geo
Qalqilya;NNP;geo
Tulkarem;NNP;geo
Jenin;NNP;org
Ramallah;NNP;org
Qamdo;NNP;geo
Embassy;NNP;geo
Maoist;NNP;geo
Himalayan;NNP;geo
Embassy;NNP;org
Maoists;NNS;geo
Myanmar;NNP;geo
Exporters;NNP;org
Chookiat;NNP;org
Ophaswongse;NNP;org
Bloomberg;NNP;org
Islamabad;NNP;org
College;NNP;org
Boys;NNPS;org
Cricket;NNP;org
Shaharyar;NNP;per
Texas;NNP;org
Salman;NNP;per
Butt;NNP;per
Tulsi;NNP;per
Giri;NNP;per
Medvedev;NNP;per
Gotovina;NNP;per
Croats;NNS;gpe
War;NNP;org
Crimes;NNP;org
Tribunal;NNP;org
Cermak;NNP;per
Mladen;NNP;per
Markac;NNP;per
Krajina;NNP;geo
Western;NNP;per
Muslim;NNP;per
Austria;NNP;geo
Ursula;NNP;per
Plassnik;NNP;per
Khatami;NNP;per
Shirin;NNP;per
Ebadi;NNP;per
USA;NNP;obj
Today;NNP;obj
Jazeera;NNP;org
Zarqawi;NNP;geo
Hamza;NNP;org
Muhajer;NNP;org
Cubans;NNS;gpe
Havana;NNP;geo
Universal;NNP;org
Declaration;NNP;org
Luther;NNP;per
Olusegun;NNP;per
Obasanjo;NNP;per
Abuja;NNP;per
Nuclear;NNP;org
Non-Proliferation;NNP;org
Treaty;NNP;org
Shebaa;NNP;geo
Farms;NNP;geo
Thabo;NNP;per
Mbeki;NNP;per
ANC;NNP;org
Mbeki;NNP;org
Jacob;NNP;per
Zuma;NNP;per
Merkel;NNP;per
Dresden;NNP;geo
Merkel;NNP;geo
Christian;NNP;geo
Democrats;NNPS;geo
Dresden;NNP;time
Hanover;NNP;geo
Social;NNP;geo
Ban;NNP;org
Marine;NNP;org
Asadabad;NNP;geo
Guatemala;NNP;geo
El;NNP;per
Salvador;NNP;per
Costa;NNP;per
Rica;NNP;per
Dawei;NNP;geo
Dawei;NNP;org
KNU;NNP;org
Zardari;NNP;per
Cameron;NNP;per
Chequers;NNP;geo
Le;NNP;per
Monde;NNP;per
Csongrad;NNP;geo
County;NNP;geo
Hungary;NNP;geo
Hungarian;JJ;gpe
Cary;NNP;geo
Carolina;NNP;geo
Bruce;NNP;per
Arena;NNP;per
Morocco;NNP;geo
Nashville;NNP;geo
Tennessee;NNP;geo
Hartford;NNP;geo
Connecticut;NNP;geo
Czech;JJ;gpe
Ghana;NNP;geo
Askar;NNP;per
Akayev;NNP;per
Telesur;NNP;org
Argentina;NNP;geo
Uruguay;NNP;geo
Connie;NNP;per
Mack;NNP;per
Verkhovna;NNP;org
Rada;NNP;org
