;cruel;NN;O
;Taleban;NN;B-org
;regime;NN;O
;to;TO;O
;one;CD;O
;in;IN;O
;which;WDT;O
;women;NNS;O
;have;VB;O
;more;RBR;O
;freedom;NN;O
;,;,;O
;children;NNS;O
;are;VBP;O
;going;VBG;O
;to;TO;O
;school;NN;O
;,;,;O
;and;CC;O
;terror;NN;O
;camps;NNS;O
;have;VB;O
;been;VBN;O
;shut;NN;O
;down;RB;O
;.;.;O
Sentence: 9965;Mr.;.;B-per
;Bush;NNP;I-per
;also;RB;O
;praised;VBN;O
;an;DT;O
;agreement;NN;O
;made;VBN;O
;with;IN;O
;India;NNP;B-geo
;during;IN;O
;his;PRP$;O
;trip;NN;O
;,;,;O
;to;TO;O
;share;NN;O
;civilian;JJ;O
;nuclear;JJ;O
;energy;NN;O
;technology;NN;O
;in;IN;O
;exchange;NN;O
;for;IN;O
;India;NNP;B-geo
;bringing;VBG;O
;its;PRP$;O
;nuclear;JJ;O
;programs;NNS;O
;in;IN;O
;line;NN;O
;with;IN;O
;the;DT;O
;International;NNP;B-org
;Atomic;NNP;I-org
;Energy;NNP;I-org
;Agency;NN;I-org
;(;(;O
;IAEA;NN;B-org
;););O
;.;.;O
Sentence: 9966;And;CC;O
;he;PRP;O
;said;VBD;O
;Pakistan;NN;B-per
;'s;POS;O
;President;NNP;B-per
;Pervez;NN;I-per
;Musharraf;NN;I-per
;made;VBN;O
;the;DT;O
;right;NN;O
;decision;NN;O
;to;TO;O
;fight;NN;O
;terror;NN;O
;after;IN;O
;September;NNP;B-time
;11;CD;O
;,;,;O
;2001;CD;O
;,;,;O
;despite;IN;O
;several;JJ;O
;attempts;NNS;O
;on;IN;O
;his;PRP$;O
;life;NN;O
;.;.;O
Sentence: 9967;Mr.;.;B-per
;Bush;NNP;I-per
;said;VBD;O
;his;PRP$;O
;trip;NN;O
;is;VBZ;O
;helping;VBG;O
;to;TO;O
;lay;NN;O
;the;DT;O
;foundations;NNS;O
;of;IN;O
;peace;NN;O
;and;CC;O
;prosperity;NN;O
;for;IN;O
;generations;NNS;O
;to;TO;O
;come;VB;O
;.;.;O
Sentence: 9968;Blades;NNS;O
;Of;IN;I-PASSZ
;Glory;NN;I-PASSZ
;continues;VBZ;O
;to;TO;O
;keep;VB;O
;the;DT;O
;competition;NN;O
;on;IN;O
;ice;NN;O
;.;.;O
Sentence: 9969;The;DT;O
;skating;VBG;O
;comedy;NN;O
;retained;VBN;O
;the;DT;O
;U.S.;.;B-geo
;box;NN;O
;office;NN;O
;championship;NN;O
;,;,;O
;taking;VBG;O
;in;IN;O
;$;$;O
;23;CD;O
;million;CD;O
;over;IN;O
;the;DT;O
;Easter;NN;B-time
;weekend;NN;O
;.;.;O
Sentence: 9970;Its;PRP$;O
;10-day;JJ;O
;total;JJ;O
;now;RB;O
;stands;NNS;O
;at;IN;O
;$;$;O
;24929;CD;O
;million;CD;O
;.;.;O
Sentence: 9971;Occupying;VBG;O
;second;JJ;O
;place;NN;O
;was;VBD;O
;Disney;NN;B-geo
;'s;POS;O
;animated;VBN;O
;comedy;NN;O
;Meet;NN;B-time
;The;DT;B-obj
;Robinsons;NNS;I-obj
;,;,;O
;at;IN;O
;$;$;O
;17;CD;O
;million;CD;O
;.;.;O
Sentence: 9972;Ice;NN;B-org
;Cube;NN;I-org
;'s;POS;O
;family;NN;O
;comedy;NN;O
;Are;NN;B-PASSZ
;We;PRP;I-PASSZ
;Done;NN;I-PASSZ
;Yet;RB;I-PASSZ
;?;.;O
;opened;VBN;O
;in;IN;O
;third;JJ;O
;place;NN;O
;,;,;O
;taking;VBG;O
;in;IN;O
;$;$;O
;15;CD;O
;million;CD;O
;.;.;O
Sentence: 9973;Quentin;NN;O
;Tarantino;NN;I-PASSZ
;and;CC;O
;Robert;NNP;B-per
;Rodriguez;NN;I-per
;';'';O
;Grindhouse;NN;O
;,;,;O
;a;DT;O
;much-publicized;JJ;O
;homage;NN;O
;to;TO;O
;1970s;NNS;O
;exploitation;NN;O
;movies;NNS;O
;,;,;O
;debuted;VBN;O
;a;DT;O
;disappointing;VBG;O
;fourth;JJ;O
;with;IN;O
;$;$;O
;43045;CD;O
;million;CD;O
;.;.;O
Sentence: 9974;Media;NNP;B-org
;tracker;NN;O
;Paul;NNP;B-per
;Dergarabedian;JJ;I-per
;says;VBZ;O
;the;DT;O
;film;NN;O
;'s;POS;O
;three-hour;NN;O
;running;VBG;O
;time;NN;O
;limited;JJ;O
;its;PRP$;O
;total;JJ;O
;screenings;NNS;O
;.;.;O
Sentence: 9975;In;IN;O
;Afghanistan;NNP;B-geo
;,;,;O
;a;DT;O
;huge;JJ;O
;explosion;NN;O
;in;IN;O
;a;DT;O
;convoy;NN;O
;hauling;VBG;O
;munitions;NNS;O
;and;CC;O
;weapons;NNS;O
;to;TO;O
;a;DT;O
;remote;NN;O
;location;NN;O
;for;IN;O
;destruction;NN;O
;has;VBZ;O
;killed;VBN;O
;two;CD;O
;German;JJ;B-gpe
;soldiers;NNS;O
;and;CC;O
;at;IN;O
;least;JJS;O
;five;CD;O
;Afghans;NNS;B-gpe
;.;.;O
Sentence: 9976;Afghan;NNP;B-gpe
;officials;NNS;O
;say;VB;O
;the;DT;O
;explosion;NN;O
;in;IN;O
;the;DT;O
;northern;JJ;O
;province;NN;O
;of;IN;O
;Takhar;NN;B-geo
;Saturday;NNP;B-time
;was;VBD;O
;accidental;NN;O
;.;.;O
Sentence: 9977;They;PRP;O
;say;VB;O
;a;DT;O
;third;JJ;O
;German;JJ;B-gpe
;soldier;NN;O
;and;CC;O
;a;DT;O
;sixth;NNS;O
;Afghan;NNP;B-time
;were;VBD;O
;wounded;VBD;O
;.;.;O
Sentence: 9978;The;DT;B-obj
;Associated;VBN;B-org
;Press;NN;I-org
;quotes;NNS;O
;Afghan;NNP;B-gpe
;President;NNP;B-per
;Hamid;NN;I-per
;Karzai;NNP;I-per
;as;IN;O
;saying;VBG;O
;he;PRP;O
;was;VBD;O
;deeply;NN;O
;saddened;VBN;O
;by;IN;O
;the;DT;O
;incident;NN;O
;.;.;O
Sentence: 9979;The;DT;B-obj
;German;JJ;B-gpe
;soldiers;NNS;O
;were;VBD;O
;part;NN;O
;of;IN;O
;the;DT;O
;NATO-led;JJ;B-org
;International;NNP;I-org
;Security;NN;I-org
;Assistance;NN;I-org
;Force;NN;I-org
;in;IN;I-geo
;Afghanistan;NNP;B-geo
;.;.;O
Sentence: 9980;The;DT;B-obj
;German;JJ;B-gpe
;detachment;NN;O
;of;IN;O
;about;IN;O
;two;CD;O
;thousand;NN;O
;troops;NNS;O
;provides;VBZ;O
;security;NN;O
;and;CC;O
;collects;NNS;O
;weapons;NNS;O
;and;CC;O
;ammunition;NN;O
;from;IN;O
;disarmed;VBN;O
;militias;NNS;O
;for;IN;O
;disposal;NN;O
;.;.;O
Sentence: 9981;ISAF;NN;B-org
;has;VBZ;O
;about;IN;O
;8;CD;O
;troops;NNS;O
;in;IN;O
;Afghanistan;NNP;B-geo
;.;.;O
Sentence: 9982;Pakistani;NN;B-gpe
;police;NNS;O
;reported;VBD;O
;more;RBR;O
;deaths;NNS;O
;Saturday;NNP;B-time
;from;IN;O
;poisoned;VBN;O
;bootleg;NN;O
;liquor;NN;O
;in;IN;O
;the;DT;O
;port;NN;O
;city;NN;O
;of;IN;O
;Karachi;NNP;B-geo
;,;,;O
;raising;VBG;O
;the;DT;O
;death;NN;O
;toll;NN;O
;to;TO;O
;at;IN;O
;least;JJS;O
;40;CD;O
;.;.;O
Sentence: 9983;Several;JJ;O
;people;NNS;O
;are;VBP;O
;still;RB;O
;being;VBG;O
;treated;VBN;O
;at;IN;O
;a;DT;O
;local;JJ;O
;hospital;NN;O
;after;IN;O
;consuming;VBG;O
;the;DT;O
;toxic;NN;O
;batch;NN;O
;of;IN;O
;liquor;NN;O
;late;RB;O
;Thursday;NNP;B-time
;.;.;O
Sentence: 9984;Liquor;NN;O
;is;VBZ;O
;banned;VBN;O
;for;IN;O
;Muslims;NNS;B-geo
;in;IN;I-geo
;Pakistan;NN;B-geo
;,;,;O
;although;IN;O
;a;DT;O
;few;JJ;O
;shops;NNS;O
;are;VBP;O
;allowed;VBN;O
;to;TO;O
;sell;NN;O
;alcohol;NN;O
;to;TO;O
;non-Muslims;NNS;O
;.;.;O
Sentence: 9985;But;CC;O
;some;DT;O
;Muslims;NNS;B-geo
;drink;NN;O
;alcohol;NN;O
;,;,;O
;resorting;VBG;O
;to;TO;O
;black-market;NN;O
;supplies;NNS;O
;smuggled;VBN;O
;from;IN;O
;abroad;RB;O
;or;CC;O
;homemade;NN;O
;liquor;NN;O
;that;IN;O
;is;VBZ;O
;sometimes;RB;O
;tainted;VBN;O
;.;.;O
Sentence: 9986;Police;NNS;O
;say;VB;O
;they;PRP;O
;have;VB;O
;arrested;VBN;O
;several;JJ;O
;men;NNS;O
;in;IN;O
;a;DT;O
;series;NN;O
;of;IN;O
;raids;NNS;O
;for;IN;O
;illegally;RB;O
;preparing;VBG;O
;and;CC;O
;selling;VBG;O
;the;DT;O
;homemade;NN;O
;alcohol;NN;O
;.;.;O
Sentence: 9987;In;IN;O
;October;NNP;B-time
;of;IN;O
;last;JJ;O
;year;NN;O
;,;,;O
;at;IN;O
;least;JJS;O
;12;CD;O
;people;NNS;O
;died;VBD;O
;after;IN;O
;drinking;NN;O
;contaminated;VBN;O
;liquor;NN;O
;in;IN;O
;the;DT;O
;eastern;JJ;O
;city;NN;O
;of;IN;O
;Multan;NN;B-geo
;.;.;O
Sentence: 9988;A;DT;O
;former;JJ;O
;U.S.;.;B-gpe
;Senate;NNP;B-org
;majority;NN;O
;leader;NN;O
;says;VBZ;O
;he;PRP;O
;never;RB;O
;agreed;VBD;O
;to;TO;O
;let;VB;O
;the;DT;O
;Bush;NNP;B-gpe
;administration;NN;O
;eavesdrop;NN;O
;,;,;O
;without;IN;O
;court;NN;O
;approval;NN;O
;,;,;O
;on;IN;O
;phone;NN;O
;calls;NNS;O
;that;IN;O
;cross;NN;O
;U.S.;.;B-time
;borders;NNS;O
;.;.;O
Sentence: 9989;Democrat;NNP;B-org
;Tom;NNP;I-org
;Daschle;NN;I-org
;contradicts;NNS;O
;President;NNP;B-per
;Bush;NNP;I-per
;,;,;O
;who;WP;O
;says;VBZ;O
;Congress;NNP;B-org
;granted;VBN;O
;him;PRP;O
;the;DT;O
;authority;NN;O
;in;IN;O
;legislation;NN;O
;authorizing;VBG;O
;the;DT;O
;use;NN;O
;of;IN;O
;force;NN;O
;against;IN;O
;al-Qaida;NN;O
;after;IN;O
;the;DT;O
;September;NNP;B-time
;11;CD;O
;,;,;O
;2001;CD;O
;terror;NN;O
;attacks;NNS;O
;.;.;O
Sentence: 9990;In;IN;O
;an;DT;O
;opinion;NN;O
;piece;NN;O
;in;IN;O
;the;DT;O
;Washington;NNP;B-geo
;Post;NN;B-org
;Friday;NNP;B-time
;,;,;O
;Mr.;.;B-per
;Daschle;NN;I-per
;says;VBZ;O
;lawmakers;NNS;O
;granted;VBN;O
;the;DT;O
;president;NN;O
;extra;JJ;O
;powers;NNS;O
;to;TO;O
;pursue;NN;O
;al;NN;O
;Qaida;NN;B-org
;,;,;O
;but;CC;O
;specifically;RB;O
;turned;VBD;O
;down;RB;O
;a;DT;O
;White;NNP;B-org
;House;NNP;I-org
;request;NN;O
;to;TO;O
;use;NN;O
;those;DT;O
;powers;NNS;O
;inside;IN;O
;the;DT;O
;United;NNP;B-org
;States;NNS;I-org
;.;.;O
Sentence: 9991;President;NNP;B-per
;Bush;NNP;I-per
;last;JJ;O
;week;NN;O
;confirmed;VBN;O
;he;PRP;O
;secretly;RB;O
;authorized;VBN;O
;the;DT;O
;National;NNP;B-org
;Security;NN;I-org
;Agency;NN;I-org
;to;TO;O
;eavesdrop;NN;O
;in;IN;O
;the;DT;O
;United;NNP;B-org
;States;NNS;I-org
;.;.;O
Sentence: 9992;He;PRP;O
;called;VBN;O
;it;PRP;O
;a;DT;O
;vital;NN;O
;tool;NN;O
;for;IN;O
;national;JJ;O
;security;NN;O
;that;IN;O
;was;VBD;O
;within;IN;O
;his;PRP$;O
;legal;JJ;O
;power;NN;O
;.;.;O
Sentence: 9993;Iran;NN;B-geo
;'s;POS;O
;elite;NN;O
;security;NN;O
;forces;NNS;O
;are;VBP;O
;warning;VBG;O
;opposition;NN;O
;supporters;NNS;O
;not;RB;O
;to;TO;O
;hold;NN;O
;anti-government;NN;O
;demonstrations;NNS;O
;during;IN;O
;a;DT;O
;government-sponsored;JJ;O
;rally;NN;O
;on;IN;O
;Friday;NNP;B-time
;.;.;O
Sentence: 9994;Opposition;NN;O
;activists;NNS;O
;have;VB;O
;called;VBN;O
;for;IN;O
;protests;NNS;O
;coinciding;VBG;O
;with;IN;O
;the;DT;O
;Quds;NNS;B-org
;Day;NNP;B-time
;rallies;NNS;O
;,;,;O
;the;DT;O
;annual;JJ;O
;event;NN;O
;that;IN;O
;expresses;NNS;O
;support;NN;O
;for;IN;O
;Palestinians;NNS;B-gpe
;and;CC;O
;condemns;NN;O
;Israel;NNP;B-org
;.;.;O
Sentence: 9995;Opposition;NN;O
;leader;NN;O
;Mir;NN;B-geo
;Hossein;NNP;B-per
;Mousavi;NN;I-per
;has;VBZ;O
;said;VBD;O
;he;PRP;O
;plans;NNS;O
;to;TO;O
;attend;NN;O
;and;CC;O
;activists;NNS;O
;have;VB;O
;encouraged;VBN;O
;people;NNS;O
;to;TO;O
;capitalize;NN;O
;on;IN;O
;the;DT;O
;large;JJ;O
;gatherings;NNS;O
;to;TO;O
;protest;NN;O
;the;DT;O
;disputed;VBN;O
;re-election;NN;O
;of;IN;O
;President;NNP;B-per
;Mahmoud;NN;I-per
;Ahmadinejad;NN;I-per
;.;.;O
Sentence: 9996;On;IN;O
;Thursday;NNP;B-time
;,;,;O
;Iranian;JJ;B-gpe
;state;NN;O
;media;NNS;O
;published;VBN;O
;a;DT;O
;message;NN;O
;from;IN;O
;the;DT;O
;elite;NN;O
;Revolutionary;JJ;B-org
;Guards;NNS;I-org
;promising;NN;O
;to;TO;O
;crack;NN;O
;down;RB;O
;on;IN;O
;any;DT;O
;protests;NNS;O
;during;IN;O
;the;DT;O
;rallies;NNS;O
;.;.;O
Sentence: 9997;Following;VBG;O
;Iran;NN;B-gpe
;'s;POS;O
;disputed;VBN;O
;June;NNP;B-time
;12;CD;O
;elections;NNS;O
;,;,;O
;rights;NNS;O
;groups;NNS;O
;said;VBD;O
;hundreds;NNS;O
;of;IN;O
;people;NNS;O
;were;VBD;O
;detained;VBN;O
;in;IN;O
;clashes;NNS;O
;with;IN;O
;security;NN;O
;forces;NNS;O
;during;IN;O
;post-election;NN;O
;,;,;O
;anti-government;NN;O
;demonstrations;NNS;O
;.;.;O
Sentence: 9998;Since;IN;B-time
;then;RB;O
;,;,;O
;authorities;NNS;O
;have;VB;O
;held;NN;O
;public;NN;O
;trials;NNS;O
;of;IN;O
;the;DT;O
;accused;VBN;O
;and;CC;O
;tried;VBN;O
;to;TO;O
;marginalize;NN;O
;moderate;NN;O
;officials;NNS;O
;within;IN;O
;the;DT;O
;government;NN;O
;.;.;O
Sentence: 9999;The;DT;B-obj
;United;NNP;B-org
;Nations;NNS;I-org
;is;VBZ;O
;praising;VBG;O
;the;DT;O
;use;NN;O
;of;IN;O
;military;JJ;O
;helicopters;NNS;O
;to;TO;O
;drop;NN;O
;food;NN;O
;and;CC;O
;rescue;NN;O
;survivors;NNS;O
;in;IN;O
;tsunami-ravaged;JJ;O
;Indonesia;NN;B-time
;,;,;O
;saying;VBG;O
;the;DT;O
;aircraft;NN;O
;are;VBP;O
;"""";``;O
;worth;NN;O
;their;PRP$;O
;weight;NN;O
;in;IN;O
;gold;NN;O
;.;.;O
;"""";``;O
Sentence: 10000;U.N.;.;B-time
;relief;NN;O
;coordinator;NN;O
;Jan;NN;B-per
;Egeland;NN;I-per
;said;VBD;O
;Sunday;NNP;B-org
;,;,;O
;U.S.;.;B-geo
;,;,;O
;Indonesian;JJ;B-org
;and;CC;I-org
;Australian;JJ;B-gpe
;military;JJ;O
;helicopters;NNS;O
;are;VBP;O
;ferrying;VBG;O
;out;IN;O
;food;NN;O
;and;CC;O
;supplies;NNS;O
;to;TO;O
;remote;NN;O
;areas;NNS;O
;of;IN;O
;western;JJ;O
;Aceh;NN;B-geo
;province;NN;O
;that;IN;O
;ground;NN;O
;crews;NNS;O
;can;MD;O
;not;RB;O
;reach;NN;O
;.;.;O
Sentence: 10001;Mr.;.;B-per
;Egeland;NN;I-per
;said;VBD;O
;the;DT;O
;latest;JJS;O
;figures;NNS;O
;show;NN;O
;42743;CD;O
;million;CD;O
;people;NNS;O
;are;VBP;O
;in;IN;O
;need;NN;O
;of;IN;O
;food;NN;O
;assistance;NN;O
;-;:;O
;with;IN;O
;the;DT;O
;need;NN;O
;greatest;JJS;O
;in;IN;O
;Indonesia;NN;B-geo
;,;,;O
;Sri;NN;B-geo
;Lanka;NN;I-geo
;,;,;O
;the;DT;O
;Maldives;NNS;B-geo
;and;CC;I-geo
;India;NNP;B-gpe
;.;.;O
Sentence: 10002;He;PRP;O
;said;VBD;O
;last;JJ;O
;week;NN;O
;'s;POS;O
;tsunami;NN;O
;and;CC;O
;the;DT;O
;massive;JJ;O
;underwater;NN;O
;earthquake;NN;O
;that;IN;O
;triggered;VBN;O
;it;PRP;O
;has;VBZ;O
;affected;JJ;O
;millions;NNS;O
;in;IN;O
;Asia;NN;B-geo
;and;CC;I-geo
;Africa;NNP;B-geo
;.;.;O
Sentence: 10003;Some;DT;O
;1,27,000;CD;O
;people;NNS;O
;are;VBP;O
;known;VBN;O
;dead;JJ;O
;.;.;O
Sentence: 10004;Aid;NN;O
;is;VBZ;O
;being;VBG;O
;rushed;VBN;O
;to;TO;O
;the;DT;O
;region;NN;O
;,;,;O
;but;CC;O
;the;DT;O
;U.N.;.;B-gpe
;official;NN;O
;stressed;VBN;O
;that;IN;O
;bottlenecks;NNS;O
;and;CC;O
;a;DT;O
;lack;NN;O
;of;IN;O
;infrastructure;NN;O
;remain;NN;O
;a;DT;O
;challenge;NN;O
;.;.;O
Sentence: 10005;Lebanese;JJ;B-gpe
;politicians;NNS;O
;are;VBP;O
;condemning;VBG;O
;Friday;NNP;B-time
;'s;POS;O
;bomb;NN;O
;blast;NN;O
;in;IN;O
;a;DT;O
;Christian;JJ;B-org
;neighborhood;NN;O
;of;IN;O
;Beirut;NN;B-time
;as;IN;O
;an;DT;O
;attempt;NN;O
;to;TO;O
;sow;NN;O
;sectarian;JJ;O
;strife;NN;O
;in;IN;O
;the;DT;O
;formerly;RB;O
;war-torn;JJ;O
;country;NN;O
;.;.;O
Sentence: 10006;In;IN;O
;Beirut;NN;B-geo
;,;,;O
;a;DT;O
;string;NN;O
;of;IN;O
;officials;NNS;O
;voiced;NNS;O
;their;PRP$;O
;anger;NN;O
;,;,;O
;while;IN;O
;at;IN;O
;the;DT;O
;United;NNP;B-org
;Nations;NNS;I-org
;summit;NN;O
;in;IN;O
;New;NNP;B-geo
;York;NNP;I-geo
;,;,;O
;Prime;NNP;B-per
;Minister;NNP;I-per
;Fouad;NN;I-per
;Siniora;NNS;I-per
;said;VBD;O
;the;DT;O
;Lebanese;JJ;B-gpe
;people;NNS;O
;are;VBP;O
;resolute;NN;O
;in;IN;O
;preventing;VBG;O
;such;JJ;O
;attempts;NNS;O
;from;IN;O
;destroying;VBG;O
;their;PRP$;O
;spirit;NN;O
;.;.;O
Sentence: 10007;One;CD;B-org
;person;NN;O
;was;VBD;O
;killed;VBN;O
;and;CC;O
;more;RBR;O
;than;IN;O
;20;CD;O
;others;NNS;O
;injured;JJ;O
;in;IN;O
;the;DT;O
;bomb;NN;O
;blast;NN;O
;late;RB;O
;Friday;NNP;B-time
;,;,;O
;which;WDT;O
;took;VBD;O
;place;NN;O
;on;IN;O
;a;DT;O
;residential;JJ;O
;street;NN;O
;.;.;O
Sentence: 10008;Lebanon;NNP;B-org
;has;VBZ;O
;suffered;VBD;O
;a;DT;O
;series;NN;O
;of;IN;O
;bombings;NNS;O
;since;IN;O
;the;DT;O
;massive;JJ;O
;explosion;NN;O
;in;IN;O
;February;NNP;B-time
;that;IN;O
;killed;VBN;O
;former;JJ;O
;Prime;NNP;B-per
;Minister;NNP;I-per
;Rafik;NN;I-per
;Hariri;NN;I-per
;and;CC;O
;20;CD;B-time
;other;JJ;O
;people;NNS;O
;.;.;O
Sentence: 10009;Syria;NNS;B-per
;is;VBZ;O
;widely;RB;O
;accused;VBN;O
;of;IN;O
;involvement;NN;O
;in;IN;O
;his;PRP$;O
;killing;VBG;O
;,;,;O
;and;CC;O
;Friday;NNP;B-time
;'s;POS;O
;explosion;NN;O
;comes;VBZ;O
;days;NNS;O
;before;IN;O
;U.N.;.;B-geo
;investigator;NN;O
;Detlev;NN;B-geo
;Mehlis;NNS;I-geo
;is;VBZ;O
;to;TO;O
;return;NN;O
;to;TO;O
;Damascus;NN;B-geo
;to;TO;O
;interview;NN;O
;several;JJ;O
;Syrian;JJ;B-gpe
;officials;NNS;O
;about;IN;O
;the;DT;O
;assassination;NN;O
;.;.;O
Sentence: 10010;Israeli;JJ;B-gpe
;officials;NNS;O
;say;VB;O
;Prime;NNP;B-per
;Minister;NNP;I-per
;Ariel;NN;I-per
;Sharon;NN;I-per
;will;MD;O
;undergo;NN;O
;a;DT;O
;medical;JJ;O
;procedure;NN;O
;Thursday;NNP;B-time
;to;TO;O
;close;RB;O
;a;DT;O
;tiny;JJ;O
;hole;NN;O
;in;IN;O
;his;PRP$;O
;heart;NN;O
;discovered;VBN;O
;during;IN;O
;treatment;NN;O
;for;IN;O
;a;DT;O
;minor;NN;O
;stroke;NN;O
;suffered;VBD;O
;last;JJ;O
;month;NN;O
;.;.;O
Sentence: 10011;Doctors;NNS;O
;describe;NN;O
;the;DT;O
;tiny;JJ;O
;hole;NN;O
;as;IN;O
;a;DT;O
;minor;NN;O
;birth;NN;O
;defect;NN;O
;and;CC;O
;say;VB;O
;it;PRP;O
;is;VBZ;O
;in;IN;O
;the;DT;O
;partition;NN;O
;between;IN;O
;the;DT;O
;upper;JJ;O
;chambers;NNS;O
;of;IN;O
;Mr.;.;B-per
;Sharon;NN;I-per
;'s;POS;O
;heart;NN;O
;.;.;O
Sentence: 10012;The;DT;O
;procedure;NN;O
;,;,;O
;known;VBN;O
;as;IN;O
;cardiac;NN;O
;catheterization;NN;O
;,;,;O
;involves;NNS;O
;inserting;VBG;O
;a;DT;O
;catheter;NN;O
;through;IN;O
;a;DT;O
;blood;NN;O
;vessel;NN;O
;into;IN;O
;the;DT;O
;heart;NN;O
;,;,;O
;where;WRB;O
;an;DT;O
;umbrella-like;JJ;O
;device;NN;O
;will;MD;O
;plug;NN;O
;the;DT;O
;hole;NN;O
;.;.;O
Sentence: 10013;Doctors;NNS;O
;say;VB;O
;they;PRP;O
;expect;VB;O
;Mr.;.;B-per
;Sharon;NN;I-per
;will;MD;O
;make;VB;O
;a;DT;O
;full;JJ;O
;recovery;NN;O
;.;.;O
Sentence: 10014;Mr.;.;B-per
;Sharon;NN;I-per
;returned;VBN;O
;to;TO;O
;work;NN;O
;on;IN;O
;December;NNP;B-time
;25;CD;O
;,;,;O
;one;CD;O
;week;NN;O
;after;IN;O
;his;PRP$;O
;emergency;NN;O
;hospitalization;NN;O
;.;.;O
Sentence: 10015;Doctors;NNS;O
;say;VB;O
;the;DT;O
;stroke;NN;O
;has;VBZ;O
;not;RB;O
;caused;VBN;O
;any;DT;O
;permanent;NN;O
;damage;NN;O
;.;.;O
Sentence: 10016;The;DT;O
;designers;NNS;O
;of;IN;O
;the;DT;O
;first;RB;O
;private;JJ;O
;manned;VBN;O
;rocket;NN;O
;to;TO;O
;burst;NN;O
;into;IN;O
;space;NN;O
;have;VB;O
;received;VBN;O
;a;DT;O
;$;$;O
;10;CD;O
;million;CD;O
;prize;NN;O
;created;VBN;O
;to;TO;O
;promote;NN;O
;space;NN;O
;tourism;NN;O
;.;.;O
Sentence: 10017;SpaceShipOne;NN;O
;designer;NN;O
;Burt;NN;B-PASSZ
;Rutan;NN;I-PASSZ
;accepted;JJ;O
;the;DT;O
;Ansari;NNP;B-PASSZ
;X;NN;I-PASSZ
;Prize;VB;B-org
;money;NN;O
;and;CC;O
;a;DT;O
;trophy;NN;O
;on;IN;O
;behalf;NN;O
;of;IN;O
;his;PRP$;O
;team;NN;O
;Saturday;NNP;B-time
;during;IN;O
;an;DT;O
;awards;NNS;O
;ceremony;NN;O
;in;IN;O
;the;DT;O
;U.S.;.;B-geo
;state;NN;O
;of;IN;O
;Missouri;NN;B-geo
;.;.;O
Sentence: 10018;To;TO;O
;win;NN;O
;the;DT;O
;money;NN;O
;,;,;O
;SpaceShipOne;NN;B-geo
;had;VBD;O
;to;TO;O
;blast;NN;O
;off;IN;O
;into;IN;O
;space;NN;O
;twice;RB;O
;in;IN;O
;a;DT;O
;two-week;JJ;O
;period;NN;O
;and;CC;O
;fly;NN;O
;at;IN;O
;least;JJS;O
;100;CD;O
;kilometers;NNS;O
;above;IN;O
;Earth;NN;B-time
;.;.;O
Sentence: 10019;The;DT;O
;spacecraft;NN;O
;made;VBN;O
;its;PRP$;O
;flights;NNS;O
;in;IN;O
;late;RB;O
;September;NNP;B-time
;and;CC;O
;early;RB;O
;October;NNP;B-time
;,;,;O
;lifting;VBG;O
;off;IN;O
;from;IN;O
;California;NNP;B-geo
;'s;POS;O
;Mojave;NN;B-geo
;desert;NN;O
;.;.;O
Sentence: 10020;The;DT;O
;vehicle;NN;O
;had;VBD;O
;to;TO;O
;carry;NN;O
;a;DT;O
;pilot;NN;O
;and;CC;O
;weight;NN;O
;equivalent;NN;O
;to;TO;O
;two;CD;O
;passengers;NNS;O
;.;.;O
Sentence: 10021;SpaceShipOne;NN;O
;was;VBD;O
;financed;VBN;O
;with;IN;O
;more;RBR;O
;than;IN;O
;$;$;O
;20;CD;O
;million;CD;O
;from;IN;O
;Paul;NNP;B-per
;Allen;NNP;I-per
;,;,;O
;a;DT;O
;co-founder;NN;O
;of;IN;O
;the;DT;O
;Microsoft;NNP;B-org
;Corporation;NN;I-org
;.;.;O
Sentence: 10022;North;NN;B-geo
;Korea;NNP;I-geo
;says;VBZ;O
;flooding;VBG;O
;caused;VBN;O
;by;IN;O
;last;JJ;O
;week;NN;O
;'s;POS;O
;typhoon;NN;O
;,;,;O
;Wipha;NN;B-geo
;,;,;O
;has;VBZ;O
;destroyed;NN;O
;14;CD;O
;homes;NNS;O
;and;CC;O
;1,09,000;CD;B-time
;hectares;NNS;O
;of;IN;O
;crops;NNS;O
;.;.;O
Sentence: 10023;The;DT;O
;state;NN;O
;news;NN;O
;agency;NN;O
;KCNA;NNP;B-time
;reported;VBD;O
;the;DT;O
;damage;NN;O
;Monday;NNP;B-time
;.;.;O
Sentence: 10024;It;PRP;O
;says;VBZ;O
;the;DT;O
;floods;NNS;O
;also;RB;O
;destroyed;NN;O
;or;CC;O
;damaged;VBN;O
;8;CD;O
;public;NN;O
;buildings;NNS;O
;and;CC;O
;washed;VBN;O
;out;IN;O
;roads;NNS;O
;,;,;O
;bridges;NNS;O
;and;CC;O
;railways;NNS;O
;.;.;O
Sentence: 10025;The;DT;O
;report;NN;O
;did;VBD;O
;not;RB;O
;mention;NN;O
;any;DT;O
;deaths;NNS;O
;or;CC;O
;injuries;NNS;O
;.;.;O
Sentence: 10026;Most;JJS;O
;of;IN;O
;the;DT;O
;heavy;JJ;O
;rains;NNS;O
;and;CC;O
;flooding;VBG;O
;occurred;VBD;O
;in;IN;O
;the;DT;O
;southwestern;NN;O
;part;NN;O
;of;IN;O
;the;DT;O
;country;NN;O
;,;,;O
;including;VBG;O
